"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Ecuador","ECU",138904588,0.996256209737985,2,27,2,4,1,,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,1,1,1,,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,1,4,4,4,4,5,1,2,1,0
"Ecuador","ECU",177861541,1.14024385525046,1,20,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",208861077,0.633490690176404,1,20,2,4,2,,1,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,1,2,,,,,1,1,,1,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,1,2,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,0,4,4,4,4,1,3,1,1,1,1
"Ecuador","ECU",162051459,2.01317669840973,2,37,1,4,1,,1,1,1,1,1,2,,2,2,1,2,,2,1,1,2,,2,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,1,1,1,,1,2,3,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,3,1,3,,1,1,4,4,4,4,4,1,1,1,1,0
"Ecuador","ECU",165852974,0.36471153133259,1,41,2,3,1,,1,1,,,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,1,2,2,,2,2,2,,,,,,1,2,2,2,3,2,,0,0,4,3,4,4,1,4,1,1,1,0
"Ecuador","ECU",117762429,1.82583836726417,1,54,1,2,1,,1,1,2,2,1,1,2,1,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",183002833,0.633070875476242,2,57,3,5,1,,1,1,1,2,2,,,2,2,1,1,2,1,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,4,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",184512696,0.872188838524527,2,24,2,4,1,,1,1,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,1,2,,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,3,1,,1,0,4,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",129411143,0.455818886850549,2,42,2,4,1,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,1,2,,1,2,1,1,2,,2,2,,2,1,1,2,,6,2,2,2,,,,1,1,,,1,1,1,1,,,1,2,2,,1,,,2,2,,,,,2,,,,,,3,1,2,3,2,2,,1,1,2,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",182151501,1.37876464122915,1,22,2,1,2,,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,2,1,,0,0,4,4,4,4,4,4,1,1,0,0
"Ecuador","ECU",206439608,0.891438230511822,1,23,3,5,1,,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,,,,,1,2,,1,1,1,2,2,,2,1,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,4,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",113743580,0.609184942378633,2,60,2,4,1,,1,1,1,1,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,1,1,2,,4,3,2,2,,,,1,2,2,2,1,1,2,1,,,1,1,1,,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,1,1,4,4,4,1,4,1,1,1,1
"Ecuador","ECU",148644824,0.530026383705058,1,55,2,1,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",195416129,0.70650068388746,1,29,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",182073326,0.443966679364221,2,67,2,5,1,,1,1,1,2,2,,,2,2,2,,,,4,,2,,4,,,,,,,,,,,,,,2,,,2,2,2,,,,4,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",192263374,0.587010449345463,2,35,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",127083584,2.57991929528952,2,31,1,2,1,,1,1,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,,2,2,2,,,,,,2,1,1,2,1,2,,0,0,4,3,4,4,4,5,1,2,0,0
"Ecuador","ECU",173493984,0.754325647952367,1,23,3,4,1,,1,1,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,,1,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,0,0,2,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",145679883,0.70650068388746,1,28,2,3,2,,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,4,2,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,1,2,2,,2,2,2,,,,,,1,1,1,1,3,1,,1,1,4,3,4,4,4,3,1,1,0,0
"Ecuador","ECU",130035415,3.30187529716419,1,22,1,3,2,,1,1,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,,,,1,1,2,,1,,2,2,2,2,2,1,,0,0,4,1,4,2,2,5,1,1,1,0
"Ecuador","ECU",154302923,0.326842561903492,1,55,2,5,1,,1,1,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,1,2,2,,,1,1,1,2,,1,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,0,2,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",147249930,0.541452117828374,2,40,2,4,1,,1,1,,,2,,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,3,2,2,2,,,,2,,,,1,1,2,1,,,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,2,2,4,1,,0,1,2,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",173402136,1.01437688823848,1,25,2,1,2,,0,0,,,2,,,,,,,,,,,,,,2,1,3,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",136754172,0.326842561903492,2,38,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,1,1,1,0,0
"Ecuador","ECU",139990131,2.60040375961569,2,39,1,4,1,,1,1,1,2,1,2,,2,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,4,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,1,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",168777835,0.508572718714381,2,34,3,5,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,4,1,1,1,2,,2,2,,2,2,1,2,,2,3,3,2,,,,2,,,,1,1,2,1,,,1,1,1,,,,1,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,1,1,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",181104134,0.326842561903492,1,61,2,5,1,,1,1,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,5,2,1,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,1,1,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",176462715,1.35603635546742,1,35,1,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,1,2,,1,,2,,,,,,2,1,2,3,1,2,,0,0,4,2,2,4,2,5,1,2,0,0
"Ecuador","ECU",148054908,0.347483026902392,2,36,2,3,1,,1,1,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,2,,,2,1,2,,,,1,1,,1,1,1,1,2,4,2,2,2,,,,2,,,,1,1,2,1,,,1,2,2,,2,2,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,1,3,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",149726395,0.326842561903492,1,25,2,4,1,,1,1,,,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",123026622,0.874653259798126,2,55,2,2,1,,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",138268879,0.46158089729814,1,67,2,1,2,,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,4,1,2,0,0
"Ecuador","ECU",135661280,0.888052883717055,1,23,2,1,1,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,,,,,,,,,,,,,2,1,,2,1,2,,,,2,2,,2,2,2,2,,2,2,1,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,1,4,4,4,4,4,2,1,2,1,1
"Ecuador","ECU",134912973,0.440272963371014,2,25,2,5,1,,1,1,2,2,2,,,2,3,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,1,1,2,,3,2,2,2,,,,1,1,,,3,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,0,1,4,4,4,4,5,1,1,1,1,1
"Ecuador","ECU",196450514,0.893302792612692,2,16,2,3,1,,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,1,1,2,,,,1,1,,,1,2,2,,,1,1,2,2,,1,,,2,2,,,,,2,,,,,,2,1,1,3,3,1,,1,0,2,4,4,4,2,1,1,1,0,0
"Ecuador","ECU",173796196,0.326842561903492,1,70,2,1,1,,1,1,1,2,1,2,,1,1,1,1,1,1,3,,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,1,1,2,,1,2,2,2,,,,2,,,,1,1,2,1,,,1,2,2,,2,2,,2,1,1,,,,2,,,,,,1,1,1,1,2,1,,1,1,3,4,1,4,1,5,1,1,1,1
"Ecuador","ECU",188959856,0.514385673782991,2,29,3,4,1,,1,1,1,2,1,1,1,1,1,1,2,,2,1,2,1,2,1,,,,,,,,,,,,,,1,2,,2,1,2,,,,2,2,,2,1,1,1,,2,3,2,1,1,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,3,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",165171504,2.94667809707139,2,23,1,3,1,,1,1,1,2,1,2,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,1,,1,2,2,2,2,2,2,2,1,1,,,1,1,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,0,2,4,4,4,4,1,1,1,1,0
"Ecuador","ECU",114786777,0.401388235029847,2,40,3,5,1,,1,1,2,2,1,2,,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,2,1,,1,1,1,1,1,,2,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",133813223,0.446496375048861,2,62,3,5,1,,1,1,1,2,1,1,2,1,2,2,,,,2,,1,1,1,,,,,,,,,,,,,,1,1,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",176807135,2.03771353217242,2,56,1,5,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,,1,,2,,,,,,1,1,1,3,3,1,,0,0,4,2,4,4,2,5,1,2,0,0
"Ecuador","ECU",116052344,0.472178485680322,1,25,2,4,1,,1,1,2,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,1,2,,,,2,2,,2,2,2,1,,2,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,1,1,1,1,1
"Ecuador","ECU",120884388,0.326842561903492,1,49,2,5,1,,1,1,1,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,2,2,2,2,,,,2,,,,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,2,3,2,2,,1,0,1,4,4,4,4,5,1,1,1,0
"Ecuador","ECU",172854899,0.485709831892205,1,27,3,5,1,,1,1,2,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,1,2,,,,2,2,,2,1,2,1,,3,2,2,1,1,,,1,2,1,2,2,,,,,,1,1,1,,,,2,2,2,,,,,2,,,,,,2,1,2,3,2,2,,1,1,1,4,4,4,4,1,1,1,1,1
"Ecuador","ECU",184516704,0.848531761983667,1,20,2,2,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",144080871,0.678626798651566,1,21,2,5,1,,1,1,2,2,2,,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,1,1,,6,1,1,2,,,,1,2,4,1,1,1,2,2,,,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,1,2,1,,1,1,4,4,4,2,1,2,1,1,1,0
"Ecuador","ECU",138073966,2.94304537663184,1,35,1,1,2,,1,1,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,2,,1,,2,,,,,,1,1,1,2,2,1,,0,0,4,2,2,4,4,5,1,1,0,0
"Ecuador","ECU",147573263,1.0358467678766,2,22,2,5,1,,1,1,2,2,2,,,2,2,2,,,,1,1,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,6,2,1,1,1,,,2,,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,3,2,2,2,4,2,,1,1,2,4,4,4,4,1,1,1,1,0
"Ecuador","ECU",159690181,0.379883542190788,1,34,3,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,2,1,1,1,,1,1,,2,2,1,1,,2,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,1,2,3,3,1,3,,1,1,1,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",208855023,0.872188838524527,2,20,2,4,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,4,2,2,2,,,,2,,,,1,1,2,1,,,1,2,2,,1,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,0,2,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",161817695,1.33831073881985,1,19,2,1,1,,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",181924096,4.1527934875355,1,20,1,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,,2,2,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,0,0,3,4,4,4,2,5,2,2,0,0
"Ecuador","ECU",154154324,0.624246927736661,2,32,2,5,1,,1,1,1,1,1,1,2,1,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,1,1,,2,1,1,2,1,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,1,1,,,,1,2,2,,,,,2,,,,,,2,1,1,1,1,1,,0,0,1,4,4,4,2,5,1,1,1,1
"Ecuador","ECU",172287167,0.596465993430687,2,27,3,4,1,,1,1,1,2,1,1,1,1,1,1,2,,2,1,1,1,2,1,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,2,2,,2,2,2,1,,2,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,4,1,,1,1,4,4,4,4,2,1,1,1,1,1
"Ecuador","ECU",130693230,0.925480766105821,1,58,2,3,2,,1,1,1,1,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",163866385,1.26789672744207,1,51,1,3,1,,1,1,1,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,1,1,1,,,,2,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,1,1,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",135578004,0.694564229439047,1,17,2,5,2,,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",123943775,0.381754950793306,2,47,2,4,1,,1,1,2,2,1,1,2,2,2,1,1,2,1,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,6,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,2,3,1,,0,1,4,4,4,2,2,5,1,1,1,0
"Ecuador","ECU",190508958,0.495137612711763,2,65,3,5,1,,1,1,1,2,2,,,2,2,2,,,,1,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,3,3,2,,,,1,2,1,2,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,2,3,1,1,1,0
"Ecuador","ECU",135120301,1.47013463266945,1,38,1,2,1,,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,1,4,1,,1,1,4,4,4,2,2,5,1,2,0,0
"Ecuador","ECU",143595528,0.996256209737985,2,34,2,4,1,,1,1,1,2,1,2,,1,2,1,1,2,1,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,1,2,,3,1,1,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",150251783,1.01437688823848,1,30,2,1,2,,1,1,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,1,1,4,4,5,1,2,1,0
"Ecuador","ECU",190529056,0.326842561903492,1,52,3,5,1,,1,1,1,1,1,1,1,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,1,1,1,,,,2,2,1,1,,,,2,,,,,,1,1,2,2,1,2,,1,0,1,4,1,4,1,5,1,1,1,1
"Ecuador","ECU",194632277,0.453404812840054,1,26,2,2,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",169705075,0.342564612694144,1,27,3,5,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,2,2,,3,3,2,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,4,4,4,4,1,4,1,1,1,1
"Ecuador","ECU",147470448,0.693879860304489,2,25,2,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,1,1,,1,2,2,2,2,3,2,2,1,1,,,1,1,,,1,1,1,1,,,1,2,1,,,,2,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",159445652,2.03771353217242,2,70,1,2,1,,1,1,,,1,2,,2,2,1,1,2,1,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,3,,0,1,4,4,4,4,2,5,1,2,1,0
"Ecuador","ECU",190844603,0.87196840976302,1,27,3,5,1,,1,1,1,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,1,3,1,,0,0,4,4,4,2,2,5,1,1,0,0
"Ecuador","ECU",149680284,1.05415025885663,1,27,3,3,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
