"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Ecuador","ECU",145735613,0.650027179499187,2,51,3,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,1,1,2,,1,3,3,1,1,,,2,,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,1,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",196485373,0.624246927736661,2,25,2,5,1,,1,1,2,2,1,2,,1,1,1,2,,1,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,2,,2,2,2,1,,2,3,3,1,1,,,1,1,,,2,,,,,,1,2,2,,1,,,2,2,,,,,1,1,2,,1,,3,3,3,3,,2,,1,1,2,4,4,2,4,1,1,1,1,1
"Ecuador","ECU",121479421,0.883980150946744,2,50,3,5,2,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,3,3,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,3,3,3,3,,3,,1,0,4,4,4,2,2,2,1,1,0,0
"Ecuador","ECU",118542062,4.1527934875355,2,67,1,3,1,,1,1,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Ecuador","ECU",134143092,0.544222722299096,1,48,2,1,1,,1,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,1,1,2,1,2,2,1,1,2,,,,1,2,1,1,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,1,3,1,2,,1,1,1,4,4,4,4,2,1,2,1,0
"Ecuador","ECU",187379432,0.641068881971485,2,57,3,5,1,,1,1,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,3,,1,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",154925964,0.572965902207681,1,47,2,3,1,,1,1,2,2,1,2,,1,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,,1,,2,,,,,,1,1,1,2,3,1,,0,0,4,2,4,4,4,5,1,1,1,0
"Ecuador","ECU",190595433,0.587489302258677,1,23,2,4,1,,1,1,2,2,1,2,,1,1,1,1,2,1,1,2,1,1,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,1,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,1,1,,,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,2,4,4,4,3,5,1,1,1,0
"Ecuador","ECU",207210842,1.41727281411958,1,24,2,1,2,,1,1,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,1,1,,,,2,,,,,,2,2,2,1,2,1,,0,0,4,1,1,4,1,5,1,1,1,0
"Ecuador","ECU",143661718,0.693879860304489,2,27,2,1,1,,1,1,1,2,2,,,2,1,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,1,4,4,4,4,5,1,1,1,0
"Ecuador","ECU",195532916,0.475914621879038,1,20,2,4,1,,1,1,2,2,1,2,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,6,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",143077335,0.440272963371014,2,31,2,4,1,,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,,1,1,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,3,5,1,1,1,1
"Ecuador","ECU",135453391,1.11638627749834,2,28,4,3,1,,1,1,1,2,2,,,2,1,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",165711919,0.551300467735431,1,42,2,4,1,,1,1,1,2,1,1,2,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,4,4,1,5,1,2,1,0
"Ecuador","ECU",174985799,0.457380064678712,2,46,3,5,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,1,2,2,2,2,1,3,3,2,,,,1,1,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",200549610,1.15080591195777,2,25,3,4,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,2,1,1,2,2,,,1,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,1,1,2,4,4,4,2,2,1,1,0,0
"Ecuador","ECU",173914909,0.901622112043244,2,30,3,1,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",183679175,2.94304537663184,1,36,1,3,2,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",143466701,0.693879860304489,2,26,2,3,1,,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,1,2,1,,,,1,2,2,,,,,2,,,,,,2,2,2,3,2,2,,0,0,1,4,4,4,4,5,1,1,1,0
"Ecuador","ECU",191352421,1.33950006759077,1,30,1,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,1,1,2,,4,2,1,2,,,,2,,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,2,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",128111265,1.11987470789239,2,23,2,5,1,,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,3,2,,2,1,,1,1,2,1,1,3,3,2,2,,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",113561028,0.562730524187901,2,50,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",196911788,0.437845564246364,1,45,3,5,1,,1,1,1,2,1,1,1,2,2,2,,,,1,1,2,,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,2,2,2,,0,0,4,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",150235867,0.523661403977683,2,62,3,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,2,1,,1,1,,2,2,2,2,,6,3,3,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,1,1,,,,2,,,,,,2,1,2,3,2,2,,1,1,4,4,1,4,1,5,1,1,1,1
"Ecuador","ECU",128187414,0.488972702264185,2,35,3,5,1,,1,1,1,2,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,3,3,3,2,,2,,1,1,1,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",172388562,1.19798042776018,2,19,2,4,1,,1,1,2,2,1,2,,1,1,2,,,,1,1,1,2,2,,,,,,,,,,,,,,2,,,1,2,1,2,2,,2,2,,2,1,1,1,,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,0,1,4,4,4,4,2,1,1,1,1,0
"Ecuador","ECU",115017778,1.73778305766603,1,29,1,1,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,2,,2,1,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,2,4,2,,0,1,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",170072799,0.326842561903492,1,52,2,4,1,,1,1,,,1,1,2,2,2,1,1,2,1,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,2,2,,,,2,,,,1,2,2,,,1,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,2,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",111412828,0.420480492084193,1,31,2,3,1,,1,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,0,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",137711959,0.326842561903492,2,48,3,5,1,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,2,,1,1,,2,2,2,1,,6,2,3,1,1,,,1,2,1,1,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,2,3,2,3,3,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",208927314,0.341006017406949,1,52,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,2,,1,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",157648665,0.43643862584781,1,61,2,4,1,,1,1,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,1,4,4,4,5,1,1,1,0
"Ecuador","ECU",197579552,0.806936129582889,1,16,2,3,2,,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,1,1,1,1,2,2,2,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,2,2,,1,1,4,4,4,4,4,2,1,1,0,0
"Ecuador","ECU",184745636,0.551300467735431,1,35,2,2,2,,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,1,1,1,0,0
"Ecuador","ECU",204136035,0.421289405590859,1,36,3,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,1,,2,1,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,1,2,2,3,1,1,,1,1,1,4,4,4,4,5,1,1,1,1
"Ecuador","ECU",172666615,0.446496375048861,2,64,2,5,1,,1,1,2,2,1,1,2,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,1,1,,4,3,3,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,2,,0,1,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",181383035,0.39595532566507,2,46,2,5,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,1,2,,1,1,1,3,1,,2,2,,2,1,2,1,,6,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,3,1,2,,0,1,4,4,4,4,4,1,1,1,1,1
"Ecuador","ECU",166944172,0.721086652147204,2,32,2,5,1,,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,1,,2,1,2,1,,2,3,3,2,,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",140540062,0.328111631377507,1,38,2,2,1,,1,1,1,2,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,3,2,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,3,,1,0,4,4,4,4,2,1,1,1,1,0
"Ecuador","ECU",120596334,0.392807164836252,2,32,3,1,1,,1,1,,,1,2,,2,2,1,2,,2,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,1,3,3,2,,,,2,,,,1,1,2,2,,,1,1,1,,,,1,2,1,1,,,,2,,,,,,2,3,3,3,,1,,1,1,1,4,1,4,1,5,1,1,1,0
"Ecuador","ECU",205072023,3.05870346235448,1,45,1,1,2,,1,1,,,2,,,,,,,,,,,,,,,1,1,2,2,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",162079253,0.484097024999873,1,21,2,5,1,,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,1,1,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,1,2,2,2,4,1,,0,0,2,4,4,4,4,1,1,1,1,0
"Ecuador","ECU",132929228,0.631863944216992,2,42,3,5,1,,1,1,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,1,2,,3,3,3,1,1,,,1,1,,,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,2,2,1,1,4,1,,0,1,1,4,4,4,4,1,1,1,1,1
"Ecuador","ECU",134992367,0.421289405590859,1,39,2,2,1,,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,1,1,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",124596659,1.27504522121539,1,20,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,2,1,1,1,4,1,,0,0,4,4,4,2,2,5,1,2,0,0
"Ecuador","ECU",181076616,0.969478971452519,2,23,2,2,1,,1,1,,,1,2,,2,2,1,1,2,2,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,1,4,4,4,3,5,1,1,1,0
"Ecuador","ECU",118602579,0.697370631194081,1,32,3,1,1,,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,2,,1,2,2,2,2,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",115052459,0.428642150872992,2,62,2,4,1,,1,1,1,2,1,2,,2,2,1,2,,2,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,2,1,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",114220273,0.326842561903492,1,60,2,4,1,,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,,2,2,2,,,,,,3,3,3,3,,2,,0,1,4,4,3,4,4,5,1,1,1,1
"Ecuador","ECU",179004321,0.326842561903492,1,45,3,4,1,,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,1,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,4,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",139233337,0.326842561903492,1,39,3,1,1,,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,2,,1,,2,,,,,,1,1,1,2,2,1,,0,1,4,2,4,4,4,1,1,1,1,0
"Ecuador","ECU",138038275,0.521294501923664,2,78,2,5,1,,1,1,2,2,1,1,1,2,2,1,2,,1,1,2,1,1,1,,,,,,,,,,,,,,2,1,,1,2,2,,,,1,2,,2,2,1,2,,5,3,3,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,1,2,,2,2,2,,,,,,2,2,3,6,2,2,,1,1,4,4,3,4,1,5,1,1,1,1
"Ecuador","ECU",164139471,0.653022028413728,1,23,2,5,1,,1,1,1,2,1,1,2,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,,1,1,1,5,1,,2,2,,2,1,2,1,,3,2,2,1,1,,,1,1,,,1,1,1,1,,,1,2,1,,,,2,2,2,,,,,2,,,,,,3,2,2,2,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",174318283,2.04008810405864,1,50,2,3,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,1,2,1,2,,,,,2,,,1,2,1,2,1,,2,2,,1,2,2,2,2,3,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,6,2,3,3,,3,,1,0,4,4,4,4,2,5,2,1,0,0
"Ecuador","ECU",113608463,0.693879860304489,2,29,2,2,1,,1,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,6,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,2,1,,,,3,2,3,3,,2,,1,0,4,4,4,1,4,5,1,1,1,0
"Ecuador","ECU",124790844,0.562682270056873,2,38,2,4,1,,1,1,1,2,1,1,1,1,2,1,2,,2,1,1,1,1,1,,,,,,,,,,,,,,2,1,,1,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,2,4,1,1,1,1
"Ecuador","ECU",155368970,0.754325647952367,1,23,2,2,1,,1,1,2,2,1,2,,2,1,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,1,2,,,,1,1,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,4,4,4,4,4,5,1,1,1,0
"Ecuador","ECU",178485197,4.08526344310657,2,46,1,1,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,4,2,2,1,2,,,,,2,,,1,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",148060261,0.504149500981605,1,63,3,5,2,,1,1,2,2,1,2,,2,2,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,1,2,2,2,2,1,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,,,,2,2,1,1,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,1,4,2,1,1,1,1,1
"Ecuador","ECU",158542623,0.721086652147204,2,25,3,5,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,1,,2,2,1,1,,1,3,3,1,1,,,1,1,,,2,,,,,,1,2,1,,,,3,1,2,2,,2,2,2,,,,,,2,2,2,3,3,3,,1,1,1,3,4,4,4,1,1,1,1,1
"Ecuador","ECU",189392361,0.386533282151101,2,66,2,5,1,,1,1,2,1,1,2,,2,1,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,2,,1,,2,,,,,,1,1,1,1,1,1,,0,0,4,2,2,4,4,5,1,2,0,0
"Ecuador","ECU",194596349,3.93078826912594,2,38,1,1,1,,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,4,1,2,0,0
"Ecuador","ECU",159333897,0.653022028413728,1,18,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",178187562,0.342564612694144,1,34,3,3,1,,1,1,1,1,1,1,2,1,1,1,2,,1,1,2,1,2,2,,,,,,,,,,,,,,1,1,,1,1,1,3,1,,2,2,,2,2,1,2,,2,1,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,1,1,1,,1,1,4,4,4,4,2,5,1,1,1,1
"Ecuador","ECU",118884679,0.581441539529518,1,24,3,5,1,,1,1,2,2,1,1,1,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,3,1,,1,1,4,4,4,4,4,5,1,1,1,1
"Ecuador","ECU",160779116,0.987112604832128,1,21,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,1,1,,1,1,1,1,1,,2,2,,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,4,1,,1,1,4,4,4,4,4,2,1,1,0,0
"Ecuador","ECU",184815559,1.00749191011977,2,24,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,1,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,0,0,2,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",116797453,2.92570065256406,2,57,1,2,1,,1,1,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,1,3,1,,0,1,4,4,4,2,2,5,1,2,0,0
"Ecuador","ECU",192762323,0.650027179499187,2,50,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,2,2,3,2,2,1,2,2,1,1,2,1,2,1,2,2,,,1,1,2,2,,1,,,2,2,,,,,2,,,,,,2,1,1,1,1,1,,1,0,2,4,4,4,2,2,1,1,0,0
